,Absolute Magnitude,Relative Velocity km per sec,Miss Dist.(kilometers),Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Eccentricity,Inclination,Asc Node Longitude,Perihelion Distance,Perihelion Arg,Perihelion Time,Mean Anomaly,Hazardous,Avg_Diameter_KM
850,22.4,13.23668414,67723648.0,5,0.151611,3.86,0.395884569,5.837185657,66.59990104,1.138925607,136.7964831,2458287.864,250.5857991,0,0.1424106985
851,19.2,12.31579927,34640292.0,0,0.0659272,4.698,0.481434354,13.94234845,41.69124016,0.704746876,246.9719828,2458082.227,309.1578738,0,0.6216452459999999
852,19.3,14.1016108,20785300.0,0,0.00216071,3.993,0.456458845,10.56588194,68.68982085,0.949188058,216.041714,2457616.602,163.9610389,1,0.5936666015
853,22.4,17.92854555,21946216.0,1,0.00341163,7.733,0.582092867,6.604606155,359.2873159,0.305086517,29.56892378,2457898.856,160.60904,0,0.1424106985
854,18.8,37.44435431,44488808.0,0,0.0234425,3.099,0.826127502,11.07619088,242.1136371,0.379675278,119.4647378,2457612.314,118.5691622,1,0.7473819705
855,22.6,14.21819054,50682868.0,6,0.00638306,6.875,0.644008642,6.637699367,212.9014225,0.295549126,213.599786,2457919.833,105.1029205,0,0.129880101
856,24.2,13.89589928,46702608.0,6,0.036039,5.118,0.23429945,4.15141936,97.50412046,0.955988355,66.08044971,2458250.771,183.1829393,0,0.0621645245
857,20.8,8.751474225,69808808.0,3,0.366627,3.982,0.27557656,17.06954984,224.1752652,1.298397614,60.31851994,2457897.684,42.23216545,0,0.2975381215
858,18.4,11.27705924,62148752.0,0,0.0825817,7.726,0.358613234,6.888517684,70.34308158,0.47497803,247.5894952,2458009.419,346.2059647,0,0.8985507625
859,20.6,12.97767622,65565264.0,0,0.15467,6.339,0.512307188,14.13913548,127.7381054,0.450147853,191.7910413,2457874.006,140.5915029,0,0.3262440625
860,19.2,7.82556428,57700968.0,0,0.0531025,6.759,0.237907686,18.69322622,302.0731736,0.659998524,233.5035828,2457529.117,87.29633057,0,0.6216452459999999
861,22.0,22.14658955,53884380.0,7,0.0589302,5.364,0.309772347,20.0186282,268.096334,0.79392145,70.13595363,2458052.234,318.6663284,0,0.171215318
862,25.4,15.46805501,55965992.0,6,0.00193145,6.12,0.108927099,13.46345043,227.855369,0.878469808,250.731478,2458067.556,292.4814135,0,0.03577195
863,19.2,24.12605672,52053908.0,1,0.211487,3.444,0.674505489,31.60538811,31.54868365,0.633217323,311.1654405,2457697.101,110.2058308,0,0.6216452459999999
864,28.6,13.77361698,24112788.0,6,0.000661303,7.653,0.64411437,6.429908614,193.2966804,0.261496266,207.5307105,2458071.175,249.404179,0,0.0081948805
865,19.2,7.825540777,57700788.0,0,0.053397,6.76,0.237704523,18.6930794,302.0620858,0.660005456,233.5455455,2458117.781,216.5184517,0,0.6216452459999999
866,16.05,7.664619667,63356020.0,0,0.149558,6.946,0.436512224,15.75597143,170.8848665,0.468845109,355.9827741,2453600.981,104.5646159,0,2.6518112995000003
867,19.9,20.99591951,40877064.0,0,0.0138031,6.165,0.379768572,17.13790871,245.9212571,0.597207058,243.8756088,2457849.953,157.0428577,1,0.4503421705
868,20.8,8.412626236,23299656.0,0,0.0505078,5.969,0.300926918,13.05216301,252.3100537,0.706245579,123.7544397,2458102.133,261.3521356,0,0.2975381215
869,20.2,7.374091,33807900.0,1,0.179042,3.454,0.469766599,10.56613877,75.06887717,1.19324023,180.3958953,2457884.868,33.75897892,0,0.3922316335
870,22.4,13.83015587,50905316.0,2,0.0328365,5.982,0.101807893,11.17416758,250.1265665,0.912965183,126.1467636,2458158.564,207.9772715,0,0.1424106985
871,27.5,2.94850969,8891815.0,3,0.0188862,5.68,0.063661041,1.031742427,194.4269021,1.022255913,100.0856704,2458053.145,314.51426,0,0.013600116
872,27.5,5.380725195,17743042.0,1,0.0156394,6.053,0.184214655,7.64072704,256.6239944,0.816485721,283.5741142,2458180.914,182.4117523,0,0.013600116
873,20.2,15.40123604,66457256.0,0,0.0236921,6.676,0.411381734,2.696580874,110.7848128,0.516668234,200.1425063,2458042.276,309.9312082,1,0.3922316335
874,27.6,5.306135445,7680811.0,6,0.0040996,5.548,0.217888632,3.546287014,298.5779894,0.876420812,250.8059754,2458145.062,239.8862407,0,0.0129880105
875,21.0,24.4341446,58304764.0,1,0.0984179,6.469,0.452792293,8.27869574,114.3798293,0.496790502,7.392326564,2457968.757,36.16756329,0,0.271357992
876,18.5,18.48007763,49384136.0,1,0.149089,3.021,0.771158583,11.26260604,102.7062431,0.54777547,218.0227166,2458511.153,224.0973558,0,0.858109316
877,25.651,8.780830535,8147712.5,5,0.014082,6.572,0.308463244,11.66123607,260.9172618,0.620541205,234.2994042,2458146.064,191.2184846,0,0.0318671055
878,18.2,17.44207567,67890456.0,1,0.0865455,6.965,0.334752182,18.50831568,60.98718947,0.553834795,245.0828374,2458117.091,208.7226091,0,0.9852413185
879,19.4,11.04526501,68946320.0,1,0.054975,6.54,0.478223887,19.6348485,203.4662406,0.463553189,239.6872798,2457970.066,35.82167445,0,0.5669472025
880,22.4,23.19284834,72142840.0,1,0.0474905,5.967,0.497820649,23.26947742,284.7771376,0.495537635,307.7903467,2458145.435,214.2694863,0,0.1424106985
881,19.1,17.95366556,59346756.0,0,0.0579819,4.284,0.587999776,7.195137503,200.0600617,0.627658842,61.27672976,2457891.708,312.1921338,0,0.650942484
882,19.3,17.95366424,59346752.0,0,0.0575808,4.284,0.588023209,7.195903257,200.0377734,0.62771404,61.28521722,2457891.701,57.01558743,0,0.5936666015
883,18.2,13.76669577,53397748.0,0,0.335718,3.498,0.487862482,20.68958907,66.27093485,1.085028028,271.811263,2458538.45,188.0649756,0,0.9852413185
884,18.7,14.06013024,63786156.0,0,0.13439,3.409,0.504674588,5.180898535,170.9461304,1.136907902,144.6803788,2458087.715,335.2803333,0,0.7826049975
885,19.1,16.77196754,57435448.0,0,0.0430734,4.823,0.329562152,34.51688658,293.2855316,0.861371808,250.2315182,2458002.37,358.7340689,1,0.650942484
886,23.8,15.97490519,65077720.0,5,0.0176518,5.752,0.117787359,5.714631467,145.451317,0.945492156,234.5395448,2457873.109,113.1658082,0,0.07473819699999999
887,20.9,27.06097318,51763660.0,0,0.0337336,5.148,0.523263109,23.2772054,65.77208246,0.563573927,110.1549531,2457785.993,164.4894217,1,0.2841467005
888,22.477,18.63501901,18393002.0,6,0.0202335,6.713,0.525966622,5.336064517,115.6164066,0.409561882,30.42915169,2458125.727,206.3137539,0,0.137449327
889,27.7,6.376072815,69288016.0,6,0.000942856,4.272,0.456636119,7.295785193,323.6160817,0.856659813,234.8662746,2458195.156,263.0841729,0,0.0124034535
890,25.6,8.627320696,8971543.0,7,0.0106174,5.933,0.227255364,6.134197098,313.4912318,0.792547792,80.87904336,2457880.828,113.556222,0,0.0326244065
891,23.1,8.939817975,9574720.0,4,0.0538937,5.266,0.179559599,13.78959055,298.8175806,0.981332711,293.4509006,2457892.462,81.40028285,0,0.103167431
892,21.8,11.28440909,50335940.0,1,0.104736,6.003,0.377535298,7.104126563,179.5057828,0.623300636,170.8521653,2457994.548,5.854064811,0,0.187733863
893,19.5,25.7017796,16124395.0,0,0.00803028,3.594,0.537495151,38.50091553,124.7942813,0.857697693,237.7160546,2458244.068,264.9401354,1,0.5414303755000001
894,20.3,8.828486423,14595123.0,0,0.0918922,4.944,0.160647885,16.150941,123.7551335,1.09307194,152.8497354,2458240.949,200.5330579,0,0.374578302
895,20.7,13.85599901,49936636.0,2,0.150696,5.722,0.536881716,17.462864,48.27373594,0.481717555,149.8829952,2457897.935,95.29116852,0,0.311560661
896,26.5,8.722789601,13032471.0,7,0.0200872,6.076,0.194466804,12.93289525,107.3080061,0.799767043,105.9025699,2457830.559,169.3102929,0,0.0215547315
897,26.6,8.868683393,44129728.0,0,7.62e-05,6.641,0.224245012,0.236712054,37.82348969,0.69185705,228.1376808,2457883.439,136.9864755,0,0.020584609
898,24.0,10.7547308,32514002.0,0,0.00172365,6.532,0.089347985,11.60915288,146.9612496,0.828952108,195.5895845,2458100.272,246.7731978,0,0.068162046
899,19.1,8.134902493,12645584.0,0,0.0469681,3.345,0.550595373,5.592323226,171.7153136,1.047256671,159.5388808,2458259.267,288.3048407,1,0.650942484
900,22.1,11.95632308,17058680.0,0,0.0786584,5.041,0.217079886,22.38684495,142.808455,0.980378858,112.1444783,2455796.773,87.0266576,0,0.1635093595
901,21.6,16.92191944,13239280.0,1,0.031109,4.289,0.618908783,2.144367466,250.5930476,0.575865291,332.5616244,2457820.926,95.28147023,1,0.20584608799999998
902,24.1,4.423957888,50599872.0,4,0.0344087,5.008,0.204316231,1.642619371,114.9702994,1.026434202,101.3042525,2458043.72,330.9263078,0,0.06509424850000001
903,20.3,21.79889529,47885060.0,3,0.246397,4.685,0.540408864,16.41260761,211.7190005,0.618993258,204.3157396,2458096.131,299.6978568,0,0.374578302
904,22.5,15.49101439,56666716.0,7,0.110573,4.318,0.294906182,17.40594751,318.0365622,1.106020115,335.0211675,2458221.738,249.0083176,0,0.13600116099999998
905,16.9,22.25072484,36780144.0,0,0.0203525,5.676,0.483169323,8.885155541,325.5773203,0.549545156,121.3674691,2457837.454,146.5654501,1,1.7928444735
906,16.6,5.287205501,35033848.0,0,0.211813,3.104,0.553544875,5.569994979,305.8548843,1.220998847,21.20307489,2458355.48,282.6427133,0,2.0584608749999997
907,21.4,15.79358655,5736766.5,0,0.0166242,4.569,0.523056963,9.124310242,154.8052364,0.672054825,79.4931438,2457822.117,105.1114234,1,0.225705747
908,25.5,5.852313089,30460892.0,6,0.00277645,5.963,0.233469252,6.610513706,9.802023413,0.780763681,259.1745028,2458109.203,255.7780203,0,0.0341619475
909,22.2,7.821798766,20874428.0,5,0.00935383,6.345,0.101198819,12.21539598,295.5281876,0.847641897,306.0132428,2458063.484,292.2186437,0,0.156150226
910,26.9,4.740045743,5449969.0,7,0.0336951,6.057,0.165903217,2.07974763,227.0039918,0.835922839,194.9107289,2458097.776,264.4382556,0,0.0179284445
911,25.4,10.69921748,30675492.0,4,0.00645835,5.832,0.150207652,7.10516194,337.6349471,0.893191121,79.5304567,2458142.801,229.8440389,0,0.03577195
912,24.786,22.04117201,60180076.0,7,0.0066701,6.182,0.33234197,9.04813999,340.2301535,0.645922049,113.6803302,2458073.051,284.8530829,0,0.0474616265
913,24.2,8.197805464,3024992.75,7,0.000203622,5.997,0.271460768,4.574015039,150.1318031,0.735913574,74.18700034,2458007.72,352.9904397,0,0.0621645245
914,24.7,16.53434765,58554624.0,7,0.00222505,5.0,0.246820164,5.905679056,46.91901585,0.969847508,214.3591362,2458162.544,250.697354,0,0.049379037
915,21.0,14.41337866,27384278.0,1,0.0444529,5.917,0.327399081,20.98149575,162.6391693,0.681047014,244.6385396,2458152.425,213.0383927,1,0.271357992
916,21.5,14.17558797,40063036.0,7,0.133761,6.864,0.37643086,22.23603424,123.0412183,0.525600635,6.80859618,2458095.495,239.0104783,0,0.21554731500000002
917,21.6,21.01451655,61465168.0,5,0.128004,5.274,0.329815991,24.46696069,130.3208934,0.781789616,314.7561695,2457836.085,128.617949,0,0.20584608799999998
918,19.9,29.06408194,25283468.0,3,0.011885,4.174,0.356230242,49.88513729,322.3926567,0.94791047,323.0962068,2458277.877,206.9900654,1,0.4503421705
919,22.1,16.66943758,62459844.0,2,0.101498,6.202,0.386169992,6.742002683,347.7302612,0.589911186,358.6444245,2457989.179,11.84349924,0,0.1635093595
920,20.8,18.98821746,57427120.0,5,0.256543,4.869,0.479883924,21.55770057,200.1805954,0.666736218,150.9807824,2458156.734,253.9040324,0,0.2975381215
921,18.9,15.48400277,19557304.0,0,0.111753,4.793,0.474112535,17.44557903,341.4955552,0.693224124,298.9652098,2457836.959,106.5024628,0,0.7137442405000001
922,19.4,13.01022805,21974628.0,5,0.0506398,2.983,0.62006389,19.27563374,157.8666031,1.033934079,202.0514417,2458391.736,274.1047615,0,0.5669472025
923,22.6,16.49092124,32256208.0,7,0.0324426,5.444,0.238745301,18.37630451,168.3187086,0.864347725,95.19957463,2457926.041,60.6575171,0,0.129880101
924,28.665,7.362826439,74414240.0,4,0.000802905,4.992,0.287021575,3.005537548,12.69635246,0.918266893,231.1643098,2457888.693,75.39357502,0,0.007953213
925,24.8,5.790169675,3149367.25,8,0.0206023,4.055,0.409389597,4.093273709,6.962746087,1.022519016,353.1152465,2451810.141,14.8657943,0,0.0471566145
926,18.8,18.74824978,60645360.0,0,0.224962,4.857,0.044004849,37.5456026,5.429736963,1.221604778,196.042552,2457401.234,135.9645366,0,0.7473819705
927,23.0,18.77492892,55064100.0,6,0.0349837,6.896,0.27518145,25.06580653,159.5676539,0.608696195,152.6734173,2457974.059,33.86297991,0,0.108029562
928,18.8,18.74824137,60645220.0,1,0.227139,4.857,0.044059571,37.54464724,5.428741371,1.221485872,195.970679,2457928.728,48.97511466,0,0.7473819705
929,17.5,24.55087362,36327184.0,0,0.0906461,4.591,0.618972982,41.11194084,21.41745304,0.495748706,262.8853887,2457739.606,173.2643957,0,1.360011613
930,19.4,14.31720289,58462548.0,1,0.394229,3.095,0.549686573,25.9563599,345.657229,1.146137799,78.81495921,2457811.153,45.95996946,0,0.5669472025
931,22.7,18.24100283,69740528.0,2,0.00385218,6.481,0.162196079,13.06024111,295.040637,0.768384623,305.9033342,2458153.677,188.1129761,0,0.124034533
932,22.7,12.74758895,34500084.0,7,0.0398058,4.327,0.341699667,11.97149878,180.5961565,1.032468247,161.2000408,2458263.629,227.9633029,0,0.124034533
933,22.2,20.42633882,59013600.0,0,0.00818766,7.079,0.269926519,26.27627097,30.46993716,0.59388842,19.29915166,2458001.037,359.2785034,1,0.156150226
934,22.7,13.94173398,18902780.0,1,0.0105801,7.47,0.428453879,4.782141855,201.8978918,0.438740983,322.8877836,2458033.09,312.2418832,0,0.124034533
935,27.4,5.690759395,14624828.0,6,0.0110091,6.558,0.158291038,4.856543022,103.126823,0.763499953,137.8817636,2458032.303,323.7169439,0,0.014241070000000002
936,25.5,14.5884614,46404956.0,8,0.000852474,4.296,0.377270938,9.975201449,79.16120691,0.984833822,356.0788989,2452616.587,6.894687792,0,0.0341619475
937,18.3,32.82280465,61364460.0,0,0.0938502,4.634,0.347249276,49.90123942,34.0126106,0.842310102,84.12432761,2457775.861,151.0435208,0,0.940898155
938,20.0,6.460842238,37260388.0,0,0.162998,4.445,0.245640647,12.00216354,206.8602557,1.147976435,200.3366264,2458041.366,338.5447395,0,0.430073434
939,25.1,17.38536773,56569588.0,4,0.00497131,6.292,0.165786168,9.016836811,13.07065263,0.795284297,241.4467927,2457879.165,128.4758502,0,0.041071694
940,27.2,7.985336371,29217824.0,7,0.00758817,6.139,0.223292995,11.12695929,214.6634804,0.761277168,112.1874297,2458167.133,190.7473633,0,0.015615022999999999
941,19.0,15.18653883,40732404.0,0,0.0140013,3.112,0.61341066,13.86983201,74.93795898,0.987133087,345.3869726,2457816.419,44.46560352,1,0.6816204585000001
942,24.6,3.467183993,24239080.0,2,0.060889,5.612,0.044800309,4.25332109,193.1304697,1.059170512,28.8969696,2458043.33,323.8466764,0,0.05170619950000001
943,20.2,16.39018673,18624536.0,2,0.0742667,6.34,0.340200141,21.16690942,29.26630926,0.613188208,222.2190545,2457972.81,30.46177477,0,0.3922316335
944,22.1,8.491050877,39949700.0,5,0.198861,3.13,0.559427273,6.939761374,355.5516063,1.174468751,42.91687518,2458194.555,316.056761,0,0.1635093595
945,21.1,10.59646069,31168836.0,5,0.066713,4.684,0.498138983,5.852363584,39.6315648,0.687465744,45.36665556,2457732.104,164.9980003,0,0.2591448705
946,25.5,10.63962748,34225540.0,7,0.0190648,4.9,0.24378453,9.646838922,70.59812943,0.999743092,12.32004949,2457983.835,10.80581701,0,0.0341619475
947,20.6,11.79693646,61260032.0,6,0.283048,3.279,0.483960025,22.42852239,236.4767455,1.229428984,145.8823966,2458524.515,219.55142,0,0.3262440625
948,17.3,10.73439694,44914772.0,0,0.190514,3.376,0.499400928,11.84733834,60.76083338,1.160519024,330.1144362,2458309.241,273.7904786,0,1.4912230805
949,22.7,9.572808553,4508236.5,0,0.00396286,6.857,0.288277773,7.682031114,55.73670685,0.608299554,222.1878129,2458125.325,204.2978157,0,0.124034533
950,24.3,18.33815892,57696292.0,2,0.00180294,6.139,0.201270748,2.341697091,216.4257768,0.785948852,78.74582231,2457851.647,150.3036906,0,0.0593666605
951,24.7,6.959001444,25113222.0,6,0.0302126,6.745,0.223638535,10.83660348,182.6653172,0.677717748,24.59716845,2457932.304,82.41107382,0,0.049379037
952,18.8,21.36939862,74369144.0,0,0.0328837,5.509,0.57537428,6.497317858,341.2158929,0.463727937,45.94508764,2458112.002,263.7052498,1,0.7473819705
953,20.0,10.89609179,33441924.0,1,0.177546,4.188,0.289776354,19.45106739,63.32331509,1.163723317,357.3136697,2458007.502,356.7097862,0,0.430073434
954,23.2,7.452181923,31545612.0,6,0.00401018,4.812,0.409638734,11.58066384,205.3598969,0.786181502,283.7223442,2458107.502,291.3740763,0,0.098524132
955,25.4,8.904899041,37934904.0,5,0.000456335,5.243,0.391092005,10.19175655,188.7128034,0.723840099,271.5994835,2458107.041,278.981629,0,0.03577195
956,17.9,13.66919352,40700404.0,0,0.26895,3.375,0.528615344,21.84132953,103.7699005,1.045236688,284.7692079,2457875.08,37.43780754,0,1.131208388
957,20.3,8.977343453,33349294.0,0,0.190346,3.592,0.45871135,16.07365607,59.20643911,1.119605212,42.08158669,2458441.992,213.7240447,0,0.374578302
958,21.2,11.78412165,32928222.0,2,0.0189953,5.865,0.132047685,12.51092975,67.12736517,0.903450852,103.9059294,2458165.131,207.2076033,1,0.24748143
959,17.2,12.73078186,56223412.0,0,0.0331798,6.372,0.406149982,4.713586626,311.9598155,0.551565934,82.58617563,2458067.38,286.3593129,1,1.561502259
960,24.4,5.48684906,37407680.0,6,0.00658783,5.724,0.158653712,3.035105218,148.4224509,0.907130766,96.25627304,2458200.197,184.1941073,0,0.05669472
961,19.9,18.25692058,45167992.0,1,0.0816324,4.31,0.423547722,13.37216384,113.4092629,0.896346999,257.7005094,2458221.164,247.8328506,0,0.4503421705
962,24.8,3.783965437,17339112.0,4,0.0233737,5.632,0.09893657,6.636058871,121.2863025,0.992941853,242.6649539,2458139.852,241.2692784,0,0.0471566145
963,20.1,15.63695342,71292504.0,8,0.0358974,4.511,0.374217921,30.07353775,79.35498649,0.886287886,114.0502966,2452018.123,28.87339079,1,0.410716941
964,18.7,16.35784154,68517568.0,6,0.403586,3.036,0.562446232,24.42216312,237.8587821,1.161221817,257.819277,2458250.248,303.0649627,0,0.7826049975
965,14.4,21.19854144,21340634.0,0,0.0282524,3.573,0.634349818,6.705067647,294.8955619,0.7247968,236.3402693,2458062.001,338.2800001,1,5.669472026999999
966,20.1,28.65980237,41939900.0,0,0.0151298,5.473,0.615852646,2.564449845,4.375653567,0.42070118,218.4920851,2457808.472,165.1410199,1,0.410716941
967,23.7,14.18892958,740286.875,0,0.00741669,3.214,0.64561497,2.683509244,84.74122357,0.845547298,59.17230579,2458648.441,186.7210761,0,0.0782605
968,20.1,21.45974437,37285836.0,4,0.0240427,3.397,0.603540374,13.72909846,247.3980015,0.860749653,139.2010398,2457708.282,90.03141441,1,0.410716941
969,26.692,7.277621912,39478128.0,3,0.00138825,6.015,0.264053886,1.811674081,185.8691791,0.741199644,100.323037,2457910.969,87.30597168,0,0.019730706
970,20.7,32.19421419,15101005.0,1,0.0179694,4.964,0.838483644,3.760353715,196.58625,0.188912369,55.14663617,2457961.967,30.02453687,1,0.311560661
971,18.9,19.40893056,58439416.0,1,0.104826,4.48,0.245843887,32.54619127,297.0351847,1.083558443,169.1042378,2458184.436,254.7349237,0,0.7137442405000001
972,21.959,13.27592008,34030732.0,7,0.00468478,5.014,0.614659919,3.013608113,329.2877199,0.471780957,241.1980611,2457915.673,61.71536325,1,0.17447878049999999
973,25.0,8.78375054,3485885.75,9,0.0230994,3.878,0.464326973,9.726408393,118.9791604,0.980479382,333.9950545,2451906.59,9.118272231,0,0.0430073435
974,16.4,5.675524551,40374856.0,0,0.22152,3.088,0.561268014,8.335003413,302.9891483,1.20206621,168.8417048,2458565.927,237.1184332,0,2.257057467
975,26.0,5.103815955,306172.7813,6,0.000655736,6.371,0.137739353,5.773028568,115.4537633,0.810797362,243.2897647,2458158.651,189.0511122,0,0.027135799
976,19.4,12.9702327,34353420.0,2,0.101703,4.314,0.50106088,12.36041224,319.7954798,0.764282709,141.4357033,2458146.552,284.072174,0,0.5669472025
977,19.7,9.838558062,36059004.0,3,0.196366,7.953,0.489222399,13.91191851,1.282681293,0.362726539,265.61376,2457904.122,158.7308599,0,0.493790371
978,19.3,22.99005289,43505844.0,5,0.0461669,2.978,0.654552781,37.68393388,133.0423965,0.830489787,316.3245104,2457346.028,173.0478627,1,0.5936666015
979,24.6,10.77729441,5427915.5,8,0.033204,4.164,0.38664822,16.73597714,123.1709691,1.005933852,342.7744933,2451918.294,7.605044461,0,0.05170619950000001
980,18.1,24.52129608,54340588.0,0,0.106558,3.327,0.900973153,12.7905741,342.7271352,0.18247746,14.77481047,2458278.17,250.5920558,0,1.0316743115
981,19.5,14.03515037,44291832.0,0,0.107335,6.252,0.318017318,16.10239037,312.7493227,0.648396638,211.7117195,2458051.602,305.6699403,0,0.5414303755000001
982,19.3,18.04632875,67509536.0,2,0.435734,4.091,0.264004575,35.93758049,291.3024452,1.189006814,265.5011782,2458033.619,344.1031043,0,0.5936666015
983,21.5,14.97237362,43992028.0,6,0.0676834,4.094,0.578688147,5.459084185,99.03780905,0.688438085,33.27118128,2458040.573,341.0913117,0,0.21554731500000002
984,19.5,26.22956571,41157968.0,7,0.224774,3.066,0.467342523,48.52890919,315.3155171,1.20883202,182.3500613,2458199.98,302.4923473,0,0.5414303755000001
985,16.3,21.60654589,52656788.0,0,0.205902,7.666,0.322149302,25.6178074,103.8991143,0.502342297,252.9324201,2457947.567,81.77701987,0,2.363429309
986,22.3,14.35170669,62304952.0,2,0.0529905,6.145,0.512257998,6.043859849,177.4962534,0.469016594,24.21133289,2457830.643,177.5381336,0,0.149122308
987,20.7,9.274133231,24815358.0,1,0.0569384,4.207,0.376268671,4.420713971,150.2122759,1.024156806,323.6986035,2458081.653,321.9851786,0,0.311560661
988,18.9,20.3376443,49651680.0,1,0.281823,3.973,0.347549197,39.97500074,318.248036,1.072438551,251.9447721,2457420.671,84.10578667,0,0.7137442405000001
989,21.2,17.10999488,63085680.0,0,0.158693,6.222,0.330493066,23.89902643,249.9915501,0.635084527,154.6064273,2457644.054,313.5356912,0,0.24748143
990,26.6,17.41438455,53666060.0,6,0.00198323,5.479,0.21735998,7.583000561,347.4758045,0.890217907,245.6715936,2457845.849,125.6478259,0,0.020584609
991,26.4,7.54952252,52135252.0,6,0.000432426,5.467,0.337358826,5.933129638,356.1963877,0.750611765,270.1622108,2458194.275,201.5850386,0,0.0225705745
992,22.6,11.83005273,18361932.0,7,0.0161531,5.705,0.260739479,1.695373492,187.1815099,0.796989903,52.42118279,2458154.949,224.0098223,0,0.129880101
993,21.7,8.429985637,26023236.0,0,0.0479373,5.122,0.246467229,11.31976193,195.4068857,0.935005854,337.9685087,2458027.821,340.5184014,1,0.19658148749999999
994,19.5,15.09377228,49162072.0,1,0.0237275,6.161,0.425255594,18.14867878,327.4855216,0.551498815,243.7933037,2457825.071,334.2351129,1,0.5414303755000001
995,19.8,11.60222596,54164560.0,2,0.192941,7.456,0.15560728,16.39876128,286.7755471,0.653270297,247.3085336,2457937.072,91.86718499,0,0.47156614350000003
996,21.1,23.60699677,51249308.0,6,0.253379,4.975,0.545439904,28.73194679,300.5166835,0.554773698,141.9999861,2457838.018,118.7744344,0,0.2591448705
997,21.3,17.10998139,63085704.0,0,0.159331,6.222,0.33062276,23.89932942,249.9855552,0.635039087,154.6064723,2457981.511,20.25424047,0,0.2363429305
998,18.9,20.33765188,49651648.0,1,0.284237,3.973,0.347619337,39.97311984,318.2390636,1.072275193,251.9630641,2458190.418,271.1695899,0,0.7137442405000001
999,19.5,15.09376959,49162080.0,1,0.0242684,6.161,0.425220146,18.14805014,327.4840662,0.551525523,243.7977576,2458168.387,183.9544626,1,0.5414303755000001
1000,18.7,6.855551917,47746748.0,0,0.180743,5.525,0.253777216,12.84496415,270.9065028,0.83498995,359.9930979,2458129.444,252.6295225,0,0.7826049975
1001,25.3,4.517260101,21263924.0,5,0.00435013,5.983,0.189523283,2.438015626,282.9649756,0.824325956,276.5882249,2457991.832,8.329208609,0,0.03745783
1002,24.7,18.67984684,65576504.0,7,0.0248833,5.188,0.223037776,6.835071866,349.5524881,0.951557969,236.2454471,2457945.28,40.15577007,0,0.049379037
1003,19.1,19.62054303,64565184.0,1,0.282209,3.753,0.676346464,18.97003427,38.75584468,0.572601693,153.3790273,2457995.584,2.058864206,0,0.650942484
1004,22.9,8.749435294,24711666.0,3,0.161382,6.246,0.288148801,12.39025112,8.102868585,0.680307149,12.25256521,2458002.871,357.4983248,0,0.1131208385
1005,20.7,9.675607867,43308572.0,0,0.145352,5.212,0.166391275,18.59275708,350.7512649,1.006051897,269.4690441,2457901.393,73.67511517,0,0.311560661
1006,22.4,13.09017014,70555432.0,1,0.0200593,5.873,0.573712652,2.758826626,117.2995073,0.430490772,262.0696373,2458159.381,205.6934071,0,0.1424106985
1007,22.2,10.43466625,52806164.0,1,0.0100078,5.491,0.538793036,3.156102565,184.596086,0.50886342,102.4932859,2457986.059,12.28166888,0,0.156150226
1008,25.8,11.67528035,51945404.0,6,0.00983387,5.739,0.065642098,10.83147119,183.242501,1.002648674,343.1100005,2458023.914,339.2396647,0,0.029753811999999998
1009,26.7,4.543640977,9715309.0,6,0.00438796,5.551,0.205358824,5.989274383,180.5080118,0.889644503,289.7187374,2457976.692,19.80860576,0,0.0196581485
1010,22.6,20.55989362,62869456.0,5,0.00776419,6.68,0.240455855,13.99558148,153.8079806,0.669355526,231.2077159,2457957.097,51.70866786,0,0.129880101
1011,24.4,20.21174576,73814856.0,6,0.00908397,7.176,0.362341282,14.95651571,206.1288496,0.51300356,327.9460141,2458032.74,315.9645924,0,0.05669472
1012,17.6,24.15356917,21122634.0,0,0.0100036,5.142,0.629687962,1.521417366,272.2680673,0.4377588,140.0316774,2458035.258,333.3461063,1,1.2988010075
1013,21.4,26.47584309,62645324.0,1,0.02399,7.016,0.410133369,21.73466211,158.3762559,0.483880697,226.0087131,2457895.461,139.3409019,1,0.225705747
1014,22.0,22.61832379,68877744.0,5,0.0100462,6.37,0.265708252,5.55363308,17.61988723,0.687763929,292.4011019,2458004.305,355.8626854,1,0.171215318
1015,21.6,20.05005971,21751756.0,1,0.0427555,6.311,0.356206715,27.70259978,175.1808225,0.596811462,129.8181354,2457924.231,84.22052709,1,0.20584608799999998
1016,25.8,21.49986333,68791224.0,6,0.0154822,5.786,0.239500667,0.900820415,95.21481384,0.806004616,189.7318556,2458029.848,333.4894602,0,0.029753811999999998
1017,19.9,12.80816445,12782862.0,0,0.0807597,6.419,0.403435546,10.53351562,205.297251,0.548173836,95.41295795,2457849.117,169.3904315,0,0.4503421705
1018,18.4,27.92145007,45950992.0,1,0.133383,3.602,0.536417075,34.67006216,185.188347,0.871462829,74.41689177,2457684.428,120.8671968,0,0.8985507625
1019,22.2,17.09631997,55475272.0,2,0.14079,5.228,0.068912401,26.99700879,177.545657,1.106542939,53.56904877,2458178.058,224.9242915,0,0.156150226
1020,24.7,13.18850398,55415776.0,2,0.0160814,5.774,0.099562891,9.315559877,211.3527939,0.959008429,244.7771026,2457963.958,32.76775568,0,0.049379037
